"Start Date:01/14/2026 12:00 AM End Date:01/23/2026 12:00 AM","","","","","","","","","","",""
"DATE","Vehicle ID","Number","Route","Station","ARRIVAL","DEPARTURE","Dwell (sec)","APC Boardings","APC Alightings","EPC Boardings","EPC Alightings"
"2026-01-16","21-114","08:40:00-27037","North College","319 Bragg","08:49:30","08:49:56","26","0","0","0","0"
"2026-01-16","21-147","08:55:00-27051","Park & Ride","Student Center Haley Center Pavillion","08:49:42","08:55:22","340","4","25","0","0"
"2026-01-16","21-133","08:40:00-6","West Glenn","Peachtree Apartments","08:50:00","08:50:47","47","1","0","0","0"
"2026-01-16","21-136","08:30:00-27056","South Auburn","Eagle's Landing 2nd Stop","08:50:09","08:50:41","32","0","0","0","0"
"2026-01-16","21-122","08:40:00-27027","East Glenn ","East Glenn Administrative Support Building / HR","08:50:14","08:50:41","27","0","1","0","0"
"2026-01-16","21-101","08:40:00-27044","North Donahue","Cary Drive & North Donahue Dr ","08:50:19","08:50:34","15","0","0","0","0"
"2026-01-16","21-131","08:30:00-27022","College Loop","Evergreen Apartments","08:50:24","08:51:11","47","0","0","0","0"
"2026-01-16","21-156","08:25:00-27072","Webster Road","The Brookes & Hearthstone","08:50:28","08:50:54","26","1","0","0","0"
"2026-01-16","21-138","08:45:00-27032","Haley West","FarmHouse Fraternity","08:50:30","08:50:47","17","0","0","0","0"
"2026-01-16","21-120","08:45:00-17","Old Row - West Parking","Impound Lot","08:50:32","08:51:00","28","0","0","0","0"
"2026-01-16","21-154","08:40:00-27108","South Auburn","Samford Square","08:50:33","08:51:05","32","0","1","0","0"
"2026-01-16","jAUnt 5","27195-0116_A2","jAUnt","jAUnt Stop 2","08:50:42","08:50:42","0","0","0","0","0"
"2026-01-16","21-124","08:30:00-136","Magnolia","Magnolia Woods Apartments & Greystone Manor","08:50:49","08:51:20","31","2","0","0","0"
"2026-01-16","21-108","08:45:00-27095","Park & Ride","The McWhorter Center","08:50:54","08:51:32","38","0","0","0","0"
"2026-01-16","21-143","08:30:00-27039","North College","Yugo Auburn North 2nd Stop","08:50:56","08:51:20","24","0","0","0","0"
"2026-01-16","21-115","08:40:00-27023","College Loop","AU Federal Credit Union","08:50:56","08:51:28","32","0","0","0","0"
"2026-01-16","21-103","08:40:00-27073","Webster Road","Greene Hall","08:50:56","08:51:21","25","0","0","0","0"
"2026-01-16","21-166","08:30:00-27030","Glenn-Harper","Deerwood Apartments","08:51:04","08:51:42","38","0","0","0","0"
"2026-01-16","21-136","08:30:00-27056","South Auburn","Downs Way & West Longleaf Dr","08:51:04","08:51:22","18","0","0","0","0"
"2026-01-16","21-145","08:20:00-135","Magnolia","Lowder Hall","08:51:10","08:51:59","49","0","0","0","0"
"2026-01-16","21-101","08:40:00-27044","North Donahue","Woodland Hills Apartments ","08:51:13","08:51:48","35","0","0","0","0"
"2026-01-16","21-156","08:25:00-27072","Webster Road","Crossland Downs & Stone Gate Mobile Home Community","08:51:14","08:51:34","20","0","0","0","0"
"2026-01-16","21-158","08:30:00-27058","South College","South College St & East University Dr","08:51:16","08:51:46","30","0","0","0","0"
"2026-01-16","21-168","08:30:00-27120","South Quad/Fine Arts","Terrell Dining Hall","08:51:16","08:51:41","25","0","1","0","0"
"2026-01-16","21-138","08:45:00-27032","Haley West","West Parking Lot","08:51:31","08:59:26","475","6","2","0","0"
"2026-01-16","21-102","08:35:00-27069","West Campus","Lowder Hall","08:51:41","08:52:35","54","0","15","0","0"
"2026-01-16","21-127","08:35:00-27065","South Donahue","French Quarter","08:51:47","08:52:23","36","0","0","0","0"
"2026-01-16","21-124","08:30:00-136","Magnolia","Burton House / Terra Nova Apts / Cavell Court","08:51:50","08:52:12","22","1","0","0","0"
"2026-01-16","21-149","09:00:00-140","West Glenn","Student Center Haley Center Pavillion","08:51:56","09:00:13","497","17","31","0","0"
"2026-01-16","21-110","08:20:00-27045","North Donahue","Lowder Hall","08:51:57","08:53:08","71","0","3","0","0"
"2026-01-16","21-103","08:40:00-27073","Webster Road","Crossland Downs & Large Animal Teaching Hospital","08:51:58","08:52:20","22","0","0","0","0"
"2026-01-16","21-158","08:30:00-27058","South College","Lakewood Commons","08:52:02","08:52:22","20","0","0","0","0"
"2026-01-16","21-156","08:25:00-27072","Webster Road","College of Veterinary Medicine","08:52:02","08:52:59","57","0","0","0","0"
"2026-01-16","21-136","08:30:00-27056","South Auburn","Longleaf Villas","08:52:09","08:52:31","22","0","0","0","0"
"2026-01-16","21-101","08:40:00-27044","North Donahue","Summer Wind Apartments & The Domain ","08:52:12","08:52:37","25","0","0","0","0"
"2026-01-16","21-168","08:30:00-27120","South Quad/Fine Arts","Duncan Dr & The College of Education","08:52:15","08:52:43","28","0","0","0","0"
"2026-01-16","21-108","08:45:00-27095","Park & Ride","Intramural Field (Biggio Drive)","08:52:17","08:55:26","189","2","1","0","0"
"2026-01-16","21-154","08:40:00-27108","South Auburn","Eagle's Landing 2nd Stop","08:52:25","08:52:25","0","0","0","0","0"
"2026-01-16","21-141","09:00:00-27046","North Ross","Student Center Greenspace Pavilion","08:52:32","09:00:35","483","8","7","0","0"
"2026-01-16","21-157","09:00:00-27025","College Loop","Student Center Greenspace Pavilion","08:52:36","09:00:42","486","7","6","0","0"
"2026-01-16","21-131","08:30:00-27022","College Loop","Gogue Performing Arts Center","08:52:49","08:53:09","20","0","0","0","0"
"2026-01-16","21-133","08:40:00-6","West Glenn","Lowder Hall","08:52:57","08:54:20","83","0","2","0","0"
"2026-01-16","21-113","09:00:00-27033","Haley West","Student Center Haley Center Pavillion","08:53:03","09:00:34","451","14","15","0","0"
"2026-01-16","21-152","08:35:00-27053","Samford-Shug Jordan","3-D Arts Center & Facilities Management","08:53:07","08:53:31","24","0","0","0","0"
"2026-01-16","21-106","08:45:00-27062","South Donahue","AU Research Park & The Edge Apartments","08:53:11","08:53:46","35","0","1","0","0"
"2026-01-16","21-115","08:40:00-27023","College Loop","The Beacon","08:53:14","08:53:14","0","0","0","0","0"
"2026-01-16","21-132","09:05:00-27029","Glenn-Harper","Student Center Greenspace Pavilion","08:53:24","09:05:22","718","6","12","0","0"
"2026-01-16","21-131","08:30:00-27022","College Loop","South Donahue Dr & Woodfield Dr","08:53:27","08:54:02","35","0","0","0","0"
"2026-01-16","21-151","09:00:00-27050","Park & Ride","Student Center Haley Center Pavillion","08:53:29","09:00:43","434","4","3","0","0"
"2026-01-16","21-122","08:40:00-27027","East Glenn ","Delta Aviation School","08:53:30","09:00:39","429","2","2","0","0"
"2026-01-16","21-136","08:30:00-27056","South Auburn","The Magnolia 1st Stop","08:53:44","08:55:08","84","2","0","0","0"
"2026-01-16","21-130","09:05:00-27064","South Donahue","Student Center Stadium Parking Deck Pavilion","08:53:47","09:05:21","694","0","0","0","0"
"2026-01-16","21-114","08:40:00-27037","North College","Gay St & E Drake Ave ","08:53:48","08:54:09","21","0","0","0","0"
"2026-01-16","21-109","09:00:00-27055","South Auburn","Student Center Stadium Parking Deck Pavilion","08:53:55","09:00:35","400","5","8","0","0"
"2026-01-16","21-116","08:30:00-27047","North Ross","Auburn Post Office","08:54:00","08:54:44","44","3","0","0","0"
"2026-01-16","21-145","09:00:00-135","Magnolia","Student Center Stadium Parking Deck Pavilion","08:54:03","09:00:38","395","0","0","0","0"
"2026-01-16","21-103","08:40:00-27073","Webster Road","Gentilly Park","08:54:04","08:54:32","28","0","2","0","0"
"2026-01-16","21-144","08:45:00-27048","North Ross","East Drake Ave & North Ross St","08:54:11","08:54:27","16","0","0","0","0"
"2026-01-16","21-155","08:45:00-27070","West Campus","The Grove","08:54:11","08:55:08","57","9","0","0","0"
"2026-01-16","21-160","09:00:00-27026","East Glenn ","Mell St Station","08:54:17","09:00:15","358","1","0","0","0"
"2026-01-16","21-114","08:40:00-27037","North College","Martin Ave & North Gay St","08:54:23","08:54:44","21","0","0","0","0"
"2026-01-16","21-127","08:35:00-27065","South Donahue","Southern Edge Apartments","08:54:27","08:55:27","60","1","0","0","0"
"2026-01-16","21-118","09:00:00-27049","Old Row - West Parking","Student Center Haley Center Pavillion","08:54:28","09:00:45","377","2","28","0","0"
"2026-01-16","21-128","08:50:00-139","West Glenn","Eagles West Apartments ","08:54:35","08:54:52","17","0","0","0","0"
"2026-01-16","21-119","08:45:00-114","Wire Road","Greene Hall","08:54:42","08:54:59","17","0","0","0","0"
"2026-01-16","21-128","08:50:00-139","West Glenn","Edge West Apartments ","08:55:05","08:55:31","26","0","2","0","0"
"2026-01-16","21-140","08:40:00-31","Magnolia","160 Ross","08:55:19","09:01:01","342","3","2","0","0"
"2026-01-16","21-102","09:00:00-27069","West Campus","Student Center Haley Center Pavillion","08:55:20","09:01:07","347","4","16","0","0"
"2026-01-16","21-101","08:40:00-27044","North Donahue","Donahue Crossing 1st Stop","08:55:23","09:00:14","291","1","1","0","0"
"2026-01-16","21-119","08:45:00-114","Wire Road","Crossland Downs & Large Animal Teaching Hospital","08:55:30","08:55:44","14","0","0","0","0"
"2026-01-16","21-137","08:50:00-27024","College Loop","VCOM","08:55:32","08:56:03","31","0","0","0","0"
"2026-01-16","21-103","08:40:00-27073","Webster Road","Webster Crossing","08:55:46","08:56:18","32","0","0","0","0"
"2026-01-16","21-128","08:50:00-139","West Glenn","Hemlock at W. Magnolia","08:55:52","08:56:17","25","0","0","0","0"
"2026-01-16","21-142","08:45:00-27059","South College","Savannah Sq & Williamsburg Pl","08:55:53","09:00:16","263","4","1","0","0"
"2026-01-16","21-136","08:30:00-27056","South Auburn","The Magnolia 2nd Stop","08:55:59","08:56:34","35","2","0","0","0"
"2026-01-16","21-168","09:05:00-27120","South Quad/Fine Arts","Mell St Station","08:56:10","09:05:14","544","0","2","0","0"
"2026-01-16","21-108","08:45:00-27095","Park & Ride","Lem Morrison Drive (New Frat Row)","08:56:18","08:57:00","42","3","0","0","0"
"2026-01-16","21-161","08:50:00-27068","West Campus","Beech St & West Thach Ave","08:56:19","08:56:38","19","0","0","0","0"
"2026-01-16","21-114","08:40:00-27037","North College","Tullahoma Dr at Shelton Mill Rd","08:56:30","08:56:55","25","0","0","0","0"
"2026-01-16","21-128","08:50:00-139","West Glenn","Dwell Logan Square Apt 1st Stop","08:56:30","08:57:05","35","2","4","0","0"
"2026-01-16","21-123","08:50:00-134","Magnolia","Lowder Hall & Shelby Center (From Campus)","08:56:37","08:57:29","52","0","0","0","0"
"2026-01-16","21-143","08:30:00-27039","North College","Sanders St & Bragg Ave ","08:56:39","08:56:58","19","0","0","0","0"
"2026-01-16","21-124","08:30:00-136","Magnolia","Lowder Hall & Shelby Center (To Campus)","08:56:39","08:59:11","152","0","5","0","0"
"2026-01-16","21-119","08:45:00-114","Wire Road","Gentilly Park","08:56:48","08:57:06","18","0","0","0","0"
"2026-01-16","21-139","08:45:00-27035","North Auburn","Aspen Heights Ln","08:57:21","09:00:12","171","3","1","0","0"
"2026-01-16","21-119","08:45:00-114","Wire Road","Conway Acres","08:57:27","09:05:44","497","0","0","0","0"
"2026-01-16","21-133","09:05:00-6","West Glenn","Student Center Haley Center Pavillion","08:57:28","09:05:52","504","4","5","0","0"
"2026-01-16","21-166","08:30:00-27030","Glenn-Harper","Lowder Hall","08:58:03","08:58:56","53","0","0","0","0"
"2026-01-16","21-129","08:50:00-27031","Glenn-Harper","Gay St & Mitcham Ave (The Standard)","08:58:04","08:59:52","108","0","0","0","0"
"2026-01-16","21-110","09:00:00-27045","North Donahue","Student Center Greenspace Pavilion","08:58:13","09:00:51","158","1","10","0","0"
"2026-01-16","21-123","08:50:00-134","Magnolia","Biggin Hall & Ramsay Hall (From Campus)","08:58:16","08:58:50","34","0","0","0","0"
"2026-01-16","21-144","08:45:00-27048","North Ross","Mary Ln & Harris Ave","08:58:16","09:06:16","480","0","0","0","0"
"2026-01-16","21-106","08:45:00-27062","South Donahue","South College St & East Longleaf Dr","08:58:31","08:58:56","25","0","1","0","0"
"2026-01-16","21-158","09:05:00-27058","South College","Mell St Station","08:58:32","09:05:25","413","1","2","0","0"
"2026-01-16","21-131","08:30:00-27022","College Loop","Student Center Greenspace Pavilion","08:58:32","08:58:32","0","0","0","0","0"
"2026-01-16","21-137","08:50:00-27024","College Loop","AU Federal Credit Union","08:58:35","08:58:56","21","0","0","0","0"
"2026-01-16","21-128","08:50:00-139","West Glenn","Dwell Logan Square Apartments 2nd Stop","08:58:37","08:59:05","28","1","0","0","0"
"2026-01-16","21-161","08:50:00-27068","West Campus","The Grove","08:58:44","09:00:35","111","3","0","0","0"
"2026-01-16","21-108","08:45:00-27095","Park & Ride","Extension Loop","08:58:55","08:59:15","20","0","0","0","0"
"2026-01-16","21-114","08:40:00-27037","North College","Yugo Auburn North 1","08:58:56","08:58:56","0","0","0","0","0"
"2026-01-16","21-134","08:40:00-27043","North Dean -AM  (before 11 am)","Auburn Mall","08:59:13","09:00:20","67","2","1","0","0"
"2026-01-16","21-120","08:45:00-17","Old Row - West Parking","Edge West Apartments","08:59:13","08:59:13","0","0","0","0","0"
"2026-01-16","21-163","08:50:00-27052","Samford-Shug Jordan","KA Stop","08:59:13","08:59:37","24","0","0","0","0"
"2026-01-16","21-128","08:50:00-139","West Glenn","Peachtree Apartments","08:59:28","09:00:30","62","0","0","0","0"
"2026-01-16","21-127","08:35:00-27065","South Donahue","Research Park To Campus","08:59:30","09:00:05","35","2","0","0","0"
"2026-01-16","21-155","08:45:00-27070","West Campus","Lowder Hall","08:59:34","09:00:14","40","0","4","0","0"
"2026-01-16","21-138","08:45:00-27032","Haley West","West Parking Lot #2","08:59:35","08:59:35","0","0","0","0","0"
"2026-01-16","21-115","08:40:00-27023","College Loop","Evergreen Apartments","08:59:40","09:00:19","39","0","1","0","0"
"2026-01-16","21-106","08:45:00-27062","South Donahue","The Mill","08:59:42","09:01:23","101","3","0","0","0"
"2026-01-16","21-107","NIS","North Auburn","Mell St Station","08:59:54","08:59:54","0","0","0","0","0"
"2026-01-16","21-107","09:05:00-27036","North Auburn","Mell St Station","09:00:14","09:05:38","324","8","1","0","0"
"2026-01-16","21-120","08:45:00-17","Old Row - West Parking","Eagles West Apartments ","09:00:15","09:00:54","39","0","0","0","0"
"2026-01-16","21-114","08:40:00-27037","North College","Yugo Auburn North 1","09:00:19","09:00:38","19","0","0","0","0"
"2026-01-16","21-138","08:45:00-27032","Haley West","AU Impound Lot","09:00:20","09:00:40","20","0","0","0","0"
"2026-01-16","21-154","08:40:00-27108","South Auburn","Downs Way & West Longleaf Dr","09:00:24","09:00:42","18","1","0","0","0"
"2026-01-16","21-143","08:30:00-27039","North College","Lowder Hall","09:00:25","09:01:51","86","0","4","0","0"
"2026-01-16","21-116","08:30:00-27047","North Ross","Lowder Hall","09:00:27","09:00:53","26","0","2","0","0"
"2026-01-16","21-117","NIS","No Route","Gentilly Park","09:00:33","09:00:56","23","0","0","0","0"
"2026-01-16","21-101","08:40:00-27044","North Donahue","Donahue Crossing 2nd Stop","09:00:34","09:00:55","21","0","0","0","0"
"2026-01-16","21-139","08:45:00-27035","North Auburn","Creekside 1st Stop","09:00:46","09:01:33","47","0","0","0","0"
"2026-01-16","21-147","08:55:00-27051","Park & Ride","The McWhorter Center","09:00:47","09:01:08","21","0","0","0","0"
"2026-01-16","21-131","09:05:00-27022","College Loop","Student Center Greenspace Pavilion","09:00:49","09:07:03","374","0","0","0","0"
"2026-01-16","21-142","08:45:00-27059","South College","Sara St & Veterans Pkwy","09:01:03","09:01:23","20","0","0","0","0"
"2026-01-16","21-103","08:40:00-27073","Webster Road","Webster Crossing","09:01:03","09:01:03","0","0","0","0","0"
"2026-01-16","21-124","08:30:00-136","Magnolia","Lowder Hall","09:01:04","09:02:09","65","0","0","0","0"
"2026-01-16","21-137","08:50:00-27024","College Loop","The Beacon","09:01:04","09:01:33","29","2","0","0","0"
"2026-01-16","21-156","09:10:00-27072","Webster Road","Student Center Greenspace Pavilion","09:01:06","09:11:08","602","8","5","0","0"
"2026-01-16","21-152","09:10:00-27053","Samford-Shug Jordan","Student Center Greenspace Pavilion","09:01:15","09:10:16","541","4","11","0","0"
"2026-01-16","21-114","08:40:00-27037","North College","Yugo Auburn North 2nd Stop","09:01:16","09:01:37","21","0","0","0","0"
"2026-01-16","21-101","08:40:00-27044","North Donahue","Donahue Crossing 3rd Stop","09:01:17","09:01:37","20","0","0","0","0"
"2026-01-16","21-140","08:40:00-31","Magnolia","Magnolia Woods Apartments & Greystone Manor","09:01:23","09:01:57","34","3","0","0","0"
"2026-01-16","21-112","08:55:00-27038","North College","319 Bragg","09:01:25","09:01:55","30","0","1","0","0"
"2026-01-16","21-163","08:50:00-27052","Samford-Shug Jordan","Harper Flatts","09:01:26","09:05:47","261","1","0","0","0"
"2026-01-16","21-117","NIS","No Route","The Brookes & Hearthstone","09:01:26","09:01:26","0","0","0","0","0"
"2026-01-16","21-154","08:40:00-27108","South Auburn","Longleaf Villas","09:01:28","09:01:47","19","0","0","0","0"
"2026-01-16","21-120","08:45:00-17","Old Row - West Parking","The Village","09:01:31","09:01:57","26","0","0","0","0"
"2026-01-16","21-170","08:55:00-27034","Health Sciences Sector","Health Sciences Sector","09:01:32","09:02:01","29","0","1","0","0"
"2026-01-16","21-117","NIS","No Route","Crossland Downs & Stone Gate Mobile Home Community","09:01:36","09:01:36","0","0","0","0","0"
"2026-01-16","21-153","08:50:00-27057","South Auburn","Samford Square","09:01:37","09:02:12","35","0","0","0","0"
"2026-01-16","21-142","08:45:00-27059","South College","Harmon Duplexes 1st Stop","09:01:45","09:02:12","27","0","0","0","0"
"2026-01-16","21-148","09:10:00-27040","North Dean -AM  (before 11 am)","Mell St Station","09:01:49","09:09:50","481","1","1","0","0"
"2026-01-16","21-139","08:45:00-27035","North Auburn","Creekside 2nd Stop","09:01:55","09:02:27","32","1","1","0","0"
"2026-01-16","21-147","08:55:00-27051","Park & Ride","Intramural Field (Biggio Drive)","09:01:58","09:05:16","198","1","1","0","0"
